#;Project;Commit ID;Issue Type;Parent Issue;Status;Priority;Subject;Author;Assignee;Category;Target Version;Start Date;Created;Updated;Closed;Due Date;Estimated;% Done;Create Prev Commit; Created Next Commit;Updated Prev Commit;Updated Next Commit;Closed Prev Commit;Closed NExt Commit;Description
12059;Coding Guidelines;null;Feature;;Rejected;Should have;Which logical operators are allowed?;Stefano Kowalke;Francois Suter;;;null;Mon Jan 10 16:20:00 EET 2011;Thu Apr 07 15:52:00 EEST 2011;null;null;;0;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;2877fc9ffea7b8825791a33dc2d76866d0d3764c;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"<pre>class Foo{    public function close()    {        if (true)        {            // ...        }    }}</pre>The current CGL don't prohibit such things but its a better style to avoid this.'"
11607;TSconfig;null;Task;;Closed;Should have;notificationEmail_subject and notificationEmail_body are deprecated;Chris topher;Chris topher;;4.5.0;null;Mon Dec 20 20:53:00 EET 2010;Sat Apr 09 21:52:00 EEST 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"<pre>AND / &&OR  / || XOR / nothing there</pre> and should they written down in uppercase like FALSE; TRUE and NULL?'"
11592;TSconfig;null;Task;;Rejected;Won't have this time;Add information when a certain property has been added;Chris topher;Chris topher;;;null;Mon Dec 20 13:28:00 EET 2010;Thu Dec 01 17:04:00 EET 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;561406c6ac0ab20b4b1d094cdc2f926bec1ac1b5;null;null;"Using the old options is deprecated. '"
11564;TypoScript Reference (TSref);null;Feature;;New;Should have;Add list of registers to the relevant TS objects;Francois Suter;;;;null;Sat Dec 18 15:30:00 EET 2010;Sat Feb 15 05:08:00 EET 2014;null;null;;0;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"That means: - We do not remove properties, which are depracted or removed, but only mark them as needed.ToDo:- We must add the information when a property was added.Do so after the change to ReST has been done. '"
11451;Coding Guidelines;null;Task;;Rejected;Could have;Regular expression delimiter;Benjamin Schulte;;;;null;Wed Dec 15 10:20:00 EET 2010;Fri Apr 01 11:58:00 EEST 2011;null;null;;0;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"---They would fit into an appendix. A note would make sense for the cObjects LOAD_REGISTER and RESTORE_REGISTER and for those data types; which might be used to access the registers. They might also be a help for the cObjects RECORDS or CONTENT.---For anyone; who will search for same topic; I've made a research by simple search of '$GLOBALS['TSFE']->register' ($TSFE->register gave 0 results) in content of all PHP files in TYPO3 4.4. Here is a list with some my explanations:class.tx_cssstyled_content_pi1.phpfunction render_uploads($content;$conf) - Rendering the ''Filelinks'' type content element; called from TypoScript (tt_content.uploads.20):$GLOBALS['TSFE']->register['ICON_REL_PATH'] - keeps relative path to file + filename$GLOBALS['TSFE']->register['filename'] - self-explainable$GLOBALS['TSFE']->register['path'] - self-explainable$GLOBALS['TSFE']->register['fileSize'] - self-explainable$GLOBALS['TSFE']->register['fileExtension'] - self-explainable$GLOBALS['TSFE']->register['description'] - description for current file from 'imagecaption' field$GLOBALS['TSFE']->register['linkedIcon'] - not sure about that; but I think is is bool value; defining; should file icon be linked or not$GLOBALS['TSFE']->register['linkedLabel'] - same as above; but for labelfunction render_textpic($content; $conf) - Rendering the IMGTEXT content element; called from TypoScript (tt_content.textpic.20)$GLOBALS['TSFE']->register['imageCount'] - count of all image in block$GLOBALS['TSFE']->register['renderGlobalCaption'] - bool value; which defines; shoul a global caption be rendered below image block$GLOBALS['TSFE']->register['IMAGE_NUM'] - number of current image in set (DEPRECATED)$GLOBALS['TSFE']->register['IMAGE_NUM_CURRENT'] - number of current image in set (not deprecated :))$GLOBALS['TSFE']->register['ORIG_FILENAME'] - path to the image + image name$GLOBALS['TSFE']->register['imagewidth'] - self-explainable$GLOBALS['TSFE']->register['imagespace'] - self-explainable$GLOBALS['TSFE']->register['imageheight'] - self-explainable$GLOBALS['TSFE']->register['rowwidth'] - width of whole block of images$GLOBALS['TSFE']->register['rowWidthPlusTextMargin'] - same; as above + margin to the text$GLOBALS['TSFE']->register['columnwidth'] - maximum possible width of image block + spaces at left and right side of block$GLOBALS['TSFE']->register['totalwidth'] - not sure; but I guess it is same as $GLOBALS['TSFE']->register['rowwidth']class.tslib_content.phpfunction IMGTEXT($conf)$GLOBALS['TSFE']->register['IMAGE_NUM']$GLOBALS['TSFE']->register['IMAGE_NUM_CURRENT']function HMENU($conf)$GLOBALS['TSFE']->register['count_HMENU'] - current number of a generated HMENU on a website$GLOBALS['TSFE']->register['count_HMENU_MENUOBJ'] - number of current menu item for current HMENU objectfunction SEARCHRESULT($conf)$GLOBALS['TSFE']->register['SWORD_PARAMS'] - search wordsfunction TEMPLATE($conf)$GLOBALS['TSFE']->register['SUBPART_'.$theKey] - contains html code of subpart; defined by $theKeypublic function SWFOBJECT($conf)$GLOBALS['TSFE']->register['MMSWFID'] - not sure; what it used for; but it holds: uniqid('mmswf');public function QTOBJECT($conf)$GLOBALS['TSFE']->register['MMQTID'] - uniqid('mmqt');function lastChanged($tstamp) - Sets the SYS_LASTCHANGED timestamp$GLOBALS['TSFE']->register['SYS_LASTCHANGED'] - timestamp of page (or content on current page) last modificationfunction splitObj($value; $conf) - Implements the ''split'' property of stdWrap; Splits a string based on a token (given in TypoScript properties); sets the ''current'' value to each part and then renders a content object pointer to by a number.$GLOBALS['TSFE']->register['SPLIT_COUNT'] - current number of item in splitclass.tslib_menu.phpfunction makeMenu() - Creates the menu in the internal variables; ready for output.$GLOBALS['TSFE']->register['count_menuItems'] - number of all items in current menufunction subMenu($uid; $objSuffix='') - Creates a submenu level to the current level - if configured for.$GLOBALS['TSFE']->register['count_menuItems'] - as I understood this register holds number of items not for the whole menu; but for current menu levelfunction writeMenu() - Traverses the result array of menu items configuration (made by generate()) and renders each item.$GLOBALS['TSFE']->register['count_HMENU_MENUOBJ'] - number of current menu item for current HMENU object$GLOBALS['TSFE']->register['count_MENUOBJ'] - number of current menu item for ALL HMENU objects on a pageHope; that can help for someone after me :)'"
11444;TypoScript in 45 Minutes;null;Task;;Closed;Must have;Move to new documentation template;Susanne Moog;Susanne Moog;doc_tut_ts45_de;;null;Tue Dec 14 16:28:00 EET 2010;Mon Feb 25 22:58:00 EET 2013;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Maybe there should be a recommended delimiter to use. For example a ''forward slash'' as recommended way and for example a ''hash key'' as alternate, if there are many ''forward slashes'' in the expression itself.'"
11426;TSconfig;null;Task;;Closed;Should have;Create a manual version for TYPO3 4.5;Chris topher;Chris topher;;4.5.0;null;Mon Dec 13 15:45:00 EET 2010;Fri May 20 19:32:00 EEST 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;""
11423;TSconfig;null;Task;;Closed;Should have;Create a manual version for TYPO3 4.4;Chris topher;Chris topher;;4.4.0;null;Mon Dec 13 15:19:00 EET 2010;Thu Dec 30 22:02:00 EET 2010;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;2877fc9ffea7b8825791a33dc2d76866d0d3764c;null;null;"Cover page:- Year 2010 --> 2011.- Fix version number to be 4.5.0 (cover page), leave em_conf for upload to TER.Introduction:- Add lines on 4.5:@For TYPO3 4.5 some checkboxes at the bottom of modules were made hidable. This applies to the options at the bottom of the list and the filelist module as well as to the checkbox ''Show secondary options''. Some settings concerning TCEforms were added. FlexForms are editable via TSconfig and group access lists now. TYPO3 4.5 comes with a new taskcenter - the according documentation was added. Another important change is that beginning with TYPO3 4.5 the word ''shortcut'' is only used for a shortcut to another page and no longer where ''bookmark'' was meant. Therefore the according options were renamed. So for example ''enableShortcuts'' is now called ''enableBookmarks'' and so on. @- Remove note on new template- Change link to the wiki page with the changes. It should be called something with 4.4 and 4.5Content:- Somewhere it says ''Testsite'' Package. Not sure if that really means this really old thing. However, use Introduction Package instead.- In the description of [tablename].[field].[dataStructKey].[flexSheet]:?Configuration for the data structure of a _field_ with type ''flex''.?should be?TCEFORM.[tablename].[field].[dataStructKey].[flexSheet] configures a whole FlexForm sheet.?- Add/change the properties as needed. ''See the Pending Documentation page'':http://wiki.typo3.org/Pending_Documentation.Test each of them, if-- it works as described-- the description is clear.Form:- Adjust width of columns (leave table width unchanged) where needed.- Check that linebreaks are at right place (fix pagination).- Fix table of contents.'"
11398;TSconfig;null;Task;;Closed;Should have;Update screenshots for TYPO3 4.5;Chris topher;Chris topher;;4.5.0;null;Sat Dec 11 03:04:00 EET 2010;Mon May 02 01:26:00 EEST 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"- Introduction->What's new: remove lines on 4.5- Add note on new template instead- Keep new link to wiki page with the changes for 4.4 and 4.5, but call it something with 4.4 only.- Fix version number to be 4.4.0. Cover page and em_conf!Concerning content:- Seems like no further changes are needed.- Check that linebreaks are at right place, adjust width of columns (leave table width unchanged) where needed.- Fix table of contents.'"
11388;TSconfig;null;Task;;Closed;Should have;Move to new documentation template;Chris topher;Chris topher;;4.4.0;null;Fri Dec 10 16:36:00 EET 2010;Thu Dec 30 22:02:00 EET 2010;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;2877fc9ffea7b8825791a33dc2d76866d0d3764c;null;null;"Then: Check/fix pagination and pictures, which come to the wrong page. ''Here is a How To.'':http://wiki.typo3.org/DocTeam/Official_Documentation_Screenshots'"
11382;Getting Started;null;Feature;;Resolved;Must have;Add version number to cover page;Francois Suter;Francois Suter;;4.5.0;null;Fri Dec 10 15:09:00 EET 2010;Sat May 21 00:19:00 EEST 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"http://forge.typo3.org/projects/typo3v4-official_template/repository/show/trunkThe used version is the one from revision 427.How To can be found here:http://forge.typo3.org/projects/typo3v4-documentation/wiki/Working_with_the_official_template'"
11381;TYPO3 Skinning Reference;null;Feature;;Resolved;Must have;Add version number to cover page;Francois Suter;Francois Suter;;;null;Fri Dec 10 15:07:00 EET 2010;Fri Dec 10 15:59:00 EET 2010;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;null;null;"http://forge.typo3.org/issues/11369'"
11380;TypoScript in 45 Minutes;null;Feature;;Closed;Must have;Add version number to cover page;Francois Suter;Susanne Moog;;;null;Fri Dec 10 15:06:00 EET 2010;Wed May 18 15:38:00 EEST 2011;null;null;;0;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"http://forge.typo3.org/issues/11369'"
11331;Inside TYPO3;null;Bug;;Resolved;Should have;Links don't work;Stefan Froemken;Chris topher;;;null;Wed Dec 08 14:22:00 EET 2010;Sun Jul 06 19:57:00 EEST 2014;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"http://forge.typo3.org/issues/11369'"
11119;Coding Guidelines;null;Task;;Closed;Should have;XClass declaration has changed;Stefano Kowalke;Francois Suter;;4.5.0;null;Sun Nov 28 19:35:00 EET 2010;Fri Apr 08 18:14:00 EEST 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"http://typo3.org/documentation/document-library/core-documentation/doc_core_inside/4.2.0/view/1/2/There are many more links in this documentation which don't works.'"
11109;Coding Guidelines;null;Feature;;Closed;Should have;phpDoc comments for objects;Jigal van Hemert;;;4.5.0;null;Sat Nov 27 15:55:00 EET 2010;Fri Apr 08 15:36:00 EEST 2011;null;null;;0;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;59900b6682cc043d7541b3e26380cb3dd843d14b;34603eb56e7da27364927247bb981556176b5fa1;null;null;"the code of XCLass declaration was changed. Now it using $GLOBALS['TYPO3_CONF_VARS'] and isset()<pre>if (defined('TYPO3_MODE') && isset($GLOBALS['TYPO3_CONF_VARS'][TYPO3_MODE]['XCLASS']['t3lib/class.t3lib_foldertree.php'])) {  include_once($GLOBALS['TYPO3_CONF_VARS'][TYPO3_MODE]['XCLASS']['t3lib/class.t3lib_foldertree.php']),}</pre> Please update the CGL to reflect this.'"
10954;wiki.typo3.org;null;Feature;;Closed;Should have;wiki.typo3.org - remove Captcha when User is logged in;Fabien Udriot;Daniel Brüßler;;;null;Fri Nov 19 00:23:00 EET 2010;Mon Sep 26 11:14:00 EEST 2011;null;null;;100;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;8ce0aefdd5ee575ff8bb9990534a3b1a674c70fb;0a7851b3388f3f80f39f2fba02e68fbce3fe6959;null;null;"/** @var $myObject tslib_content_abstract */$myObject = t3lib_div::makeInstance('tslib_content_abstract');(tested in phpStorm 1.02 and NetBeans 6.9.1; but many IDEs will support this)For arrays of objects of single class some IDEs support code completion and inspection:/** @var $myObjectArray tslib_content_abstract[] */$myObjectArray[0] = t3lib_div::makeInstance('tslib_content_abstract'); (phpStorm 1.02 supports this; NetBeans 6.9.1 does not support this)'"
10783;Coding Guidelines;null;Feature;Task #48382: Non-rst documentation for display on docs.typo3.org;Resolved;Should have;Condensed version of the TYPO3 CMS CGL on just one page;Andy Grunwald;Chris topher;;;null;Sun Nov 14 19:35:00 EET 2010;Wed May 22 16:48:00 EEST 2013;null;null;;100;0b9f1cde9cfb4d4dbb3b04ff5261bea90d7aac52;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;""
10761;Documentation;null;Bug;;Rejected;Must have;DocBook-migration-M2: Update the CSS of ter_doc to our new design (terfe-project);Daniel Brüßler;;PROJ DocBook-migration;sprint 2010/12;null;Fri Nov 12 16:04:00 EET 2010;Fri Mar 23 14:12:00 EET 2012;null;null;;100;7626bf3a9d9b95001339ed62333abfad1e7345ed;f049f27251b7bf9fde71729fae59f5f589a13672;364d9fa2a3165306d573f2f6b62eb0b7fba10afc;d92797cf419cccffc9de9c5644211a367aefcf25;null;null;"http://flow3.typo3.org/fileadmin/CGL/FLOW3_CGL_on_one_page-v10.pdfIt would be cool to provide such a pdf for the coding guidelines of TYPO3 CMS'"
10760;Documentation;null;Bug;;Rejected;Must have;DocBook-migration-M2: Update the XSLT of ter_doc to our new design (terfe-project);Daniel Brüßler;;PROJ DocBook-migration;sprint 2010/12;null;Fri Nov 12 16:04:00 EET 2010;Fri Mar 23 14:13:00 EET 2012;null;null;;100;7626bf3a9d9b95001339ed62333abfad1e7345ed;f049f27251b7bf9fde71729fae59f5f589a13672;364d9fa2a3165306d573f2f6b62eb0b7fba10afc;d92797cf419cccffc9de9c5644211a367aefcf25;null;null;"This task is about optimizing the CSS.- Check if the xhtml is rich enough for styling it- Style the CSSWho works on this:- Sabine- Daniel in contact with Steffen Kamper of the terfe-project'"
10744;Documentation;null;Bug;;Rejected;Must have;DocBook-migration-M2:  Refactor the ter_doc extensions (terfe-project);Daniel Brüßler;;PROJ DocBook-migration;sprint 2010/12;null;Thu Nov 11 23:54:00 EET 2010;Fri Mar 23 14:12:00 EET 2012;null;null;;100;7626bf3a9d9b95001339ed62333abfad1e7345ed;f049f27251b7bf9fde71729fae59f5f589a13672;364d9fa2a3165306d573f2f6b62eb0b7fba10afc;d92797cf419cccffc9de9c5644211a367aefcf25;null;null;"This task is about optimizing the XSLT.- sxw to docbook- docbook to xhtmlWho works on this:- Fabien- Daniel in contact with Steffen Kamper of the terfe-project'"
10661;TypoScript in 45 Minutes;null;Task;;Closed;Must have;Move to new documentation template;Susanne Moog;Susanne Moog;;;null;Sat Nov 06 15:35:00 EET 2010;Tue Dec 14 15:51:00 EET 2010;null;null;;100;7626bf3a9d9b95001339ed62333abfad1e7345ed;f049f27251b7bf9fde71729fae59f5f589a13672;761635bbe6e8470d00e175d69cf809ee9a0a5ea3;4c7d549544a3db3b33ce4d9a9aab6198b73ae6e2;null;null;"This task is about refactoring the code of the ter_doc extensions, so that the code is understandable and ready for our changes.- refactor the current extension- just one extension (instead of several ones like in the moment)Who works on this:- Fabien- Daniel in contact with Steffen Kamper of the terfe-project'"
